43.080522	1.127943
44.771262	3.119661
42.872335	-0.371866
43.020206	1.012966
46.904732	3.060232
44.921405	2.787414
45.439563	1.473568
43.777685	0.215240
44.600361	3.819938
44.585178	0.871525
44.107607	0.740384
44.432939	0.487855
46.325180	1.026047
44.367301	0.299327
43.679888	-0.178622
43.529617	-0.369736
46.973994	1.778567
46.442357	-1.405505
45.461220	0.224839
44.978842	3.339103
47.136081	1.734238
45.989984	-0.476616
43.071576	2.801865
45.876538	3.371349
46.863008	0.001717
44.560581	0.689860
45.220065	3.947477
46.805407	1.441147
45.355854	4.266553
44.329210	3.564375
44.673569	0.363336
43.518479	3.387896
44.235392	-1.216139
45.538433	-1.276314
45.950552	0.030086
46.146090	-1.149826
44.012576	-1.388008
45.633722	-1.155912
44.963076	1.025817
43.381694	0.051450
43.499784	3.163220
46.462484	2.945059
45.070081	1.548986
44.978589	-0.744865
43.861699	-0.809000
43.950452	3.348805
44.273521	2.643501
44.928705	1.069183
44.451375	3.799600
45.004579	-0.972243
46.955254	3.027489
43.348450	-0.436218
44.906309	-0.408059
43.838348	2.989871
43.803680	0.114477
45.791612	-0.762612
45.059995	1.634340
44.238128	3.996124
42.508394	2.851442
47.029849	3.217488
43.107955	3.094257
43.722888	1.664228
44.347695	3.072725
46.910191	3.249025
44.373441	-1.329624
44.442736	2.914357
47.147644	1.002105
47.050244	1.559972
45.160870	3.812032
45.739541	-1.279512
46.843211	0.514081
43.407389	-1.011524
45.098207	-0.622131
46.122022	3.268802
43.700035	3.448513
44.688408	1.702291
45.968546	-0.817504
44.113307	-1.278535
46.606944	0.323710
47.106460	2.805553
47.054011	1.036224
44.177960	4.222977
46.377917	-0.247141
43.852024	3.950741
44.101257	-1.545531
46.175218	-1.321722
45.553355	-0.644351
43.275702	3.617096
43.381266	3.024476
47.010599	0.067432
46.865786	2.632350
45.807143	1.446148
44.979967	-1.374458
43.630556	1.121868
44.272417	0.404051
44.401489	1.254126
43.249291	-1.029631
47.196022	1.566814
45.264239	2.822206
44.379495	3.689161
46.065585	-0.516459
46.818587	3.042323
42.898284	-0.590088
44.320128	-1.386649
45.137216	3.604654
45.634363	3.819410
45.923450	0.583453
44.970589	-1.284848
43.229185	1.400282
46.752482	1.202942
44.709645	0.569443
46.604749	0.428723
46.057184	1.257838
43.286676	2.734695
43.218870	-0.297461
43.875371	-1.034449
42.683438	1.471395
43.706507	1.254518
46.165182	0.437528
47.105756	0.957544
43.481159	3.535875
46.987243	0.263822
45.713938	-1.654568
45.323591	1.233109
47.505125	1.656000
45.280102	-1.351350
43.061932	0.462048
45.540634	4.109263
44.689743	-1.259542
45.521798	3.851387
45.549490	2.969763
45.638518	0.249472
43.077890	-1.097452
46.120437	-0.052914
44.848882	-0.245525
44.597116	1.313313
44.219013	4.079350
45.002551	0.045428
44.150529	3.572716
44.995974	0.703885
46.228840	2.746829
44.583690	-1.409917
44.065981	0.274225
44.301678	2.863288
45.893604	-1.252795
44.140725	-1.623901
45.518535	0.223576
46.609807	3.202891
43.820526	-0.321560
45.217683	3.978827
44.757847	2.823116
46.428922	-1.452749
44.618196	0.005845
44.578493	2.945547
44.071448	0.551096
43.535451	-1.204641
45.687284	-1.573571
44.149865	-0.532811
43.133181	2.650453
